game_id,title,year,n_obs,adj_mean,expected_Q3bFam,resid_Q3bFam,expected_Q4Fam,resid_Q4Fam,se_adj,lower_bound_adj,lower_bound_resid_Q3bFam,vol_band,hiddenness_bucket,fam_18XX,fam_Cooperative Game,fam_Legacy Game
234248,Voodoo Prince,2017.0,1073,7.707532272604833,6.97046659054964,0.737065682055194,6.92084042857557,0.7866918440292636,0.0364334782662848,7.636122655202915,0.6656560646532756,1k-2.5k,eligible,0.0,0.0,0.0
243430,Dealt!,2018.0,1815,7.511365131063757,6.999084279358062,0.5122808517056949,7.0131912337988975,0.4981738972648593,0.0280131651192416,7.456459327430043,0.4573750480719813,1k-2.5k,borderline,0.0,0.0,0.0
262498,Puzzle Dungeon,2019.0,237,7.799537873504797,7.12821590111103,0.6713219723937671,6.970698881555107,0.8288389919496906,0.0775222417327764,7.647594279708556,0.5193783785975252,200-499,eligible,0.0,0.0,0.0
264476,Rangers of Shadow Deep,2018.0,486,8.502137496477564,7.43155519114875,1.0705823053288146,7.416563872451684,1.08557362402588,0.0541355260399469,8.396031865439268,0.9644766742905186,200-499,eligible,0.0,1.0,0.0
264637,Yokohama Duel,2018.0,544,8.00677088192449,7.362847802551727,0.6439230793727635,7.254405481465728,0.7523654004587623,0.0511683067926792,7.906481000610839,0.5436331980591121,500-999,eligible,0.0,0.0,0.0
265755,Exceed: Street Fighter – Chun-Li Box,2019.0,127,8.565142783813933,7.404713657814041,1.160429125999892,7.384050507612894,1.1810922762010383,0.1059006523477852,8.357577505212273,0.9528638473982328,100-199,eligible,0.0,0.0,0.0
276925,Warhammer Age of Sigmar: Warcry Starter Set,2019.0,569,8.286980439595279,7.669055104289312,0.6179253353059675,7.634594647300499,0.6523857922947798,0.050031596647383,8.188918510166408,0.5198634058770967,500-999,eligible,0.0,0.0,0.0
279056,Pompiers!,2019.0,111,7.798858631811304,6.772613538310939,1.026245093500365,6.778093670614865,1.020764961196439,0.1132762873373707,7.576837108630057,0.8042235703191185,100-199,eligible,0.0,0.0,0.0
281526,The Isofarian Guard,2023.0,1009,8.779464167930257,8.241346793755692,0.5381173741745648,8.3569083292332,0.4225558386970576,0.0375711867081709,8.705824641982241,0.4644778482265498,1k-2.5k,eligible,0.0,1.0,0.0
282255,Inflation!,2019.0,245,7.7402857580166256,6.86692644373313,0.8733593142834959,6.872741159729642,0.8675445982869832,0.0762460682772529,7.59084346419321,0.7239170204600802,200-499,eligible,0.0,0.0,0.0
