debiased_rank,debiased_rating,title,year,bgg_rank,geek_rating,avg_rating,voters,game_id,base_game,weight,weight_votes,mfg_playtime,mfg_age_rec,best_players,kickstarted,is_reimplementation,num_implementations,abstract_rank,cgs_rank,childrens_rank,family_rank,party_rank,strategy_rank,thematic_rank,war_rank
12316,6.570335367390186,Ave Cesar,2013.0,10554.0,5.57,6.76,149.0,154677,1,2.2857,14.0,60.0,15.0,0.0,0.0,0.0,0.0,,,,,,2100,,
12317,6.570268126016948,Virus!,2015.0,1753.0,6.296,6.73,6924.0,180020,1,1.0224,134.0,20.0,8.0,4.0,0.0,0.0,0.0,,,,542,228,,,
12318,6.57009827714279,Firestorm,2001.0,16787.0,5.524,6.39,61.0,3838,1,3.3846,13.0,60.0,12.0,0.0,0.0,0.0,0.0,,218,,,,,,
12319,6.570035247919738,Madness At Midnight,2017.0,13537.0,5.541,6.81,81.0,195477,1,2.0,1.0,120.0,12.0,0.0,1.0,1.0,1.0,,,,,,,,
12320,6.569889198469618,Qwirkle Cubes,2009.0,3581.0,5.91,6.57,1439.0,39813,1,1.6087,69.0,45.0,6.0,0.0,0.0,1.0,1.0,,,,806,,,,
12321,6.569746155391339,The African Campaign,1973.0,12819.0,5.546,6.61,131.0,5182,1,2.4783,23.0,120.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,1903
12322,6.569707332631789,Tile Rummy,1983.0,18376.0,5.518,6.88,41.0,35934,1,2.75,4.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12323,6.569683944531413,"Bloodiest Day: The Battle of Antietam September 17, 1862",1995.0,17591.0,5.521,6.91,44.0,7799,1,2.625,8.0,120.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2601
12324,6.569433403803865,Pacific Northwest Rails,1998.0,20494.0,5.511,6.33,40.0,1054,1,3.0,7.0,180.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
12325,6.569389092745866,Gold am Orinoko,2013.0,8569.0,5.604,6.51,247.0,137480,1,1.3333,15.0,20.0,7.0,0.0,0.0,0.0,0.0,,,67,,,,,
12326,6.569281211031046,Fladderadatsch,2008.0,19324.0,5.515,6.62,34.0,37307,1,1.0,2.0,20.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,
12327,6.569153232575972,Rocroi 1643,1996.0,19294.0,5.515,6.67,36.0,5226,1,2.8,5.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2658
12328,6.568750573867855,Sosig,2023.0,13276.0,5.543,6.79,109.0,411015,1,,,,,,,,,,,,,,,,
12329,6.568632660224617,Clusterfight!,2014.0,17501.0,5.521,6.99,43.0,144993,1,1.0,3.0,45.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
12330,6.568590173887141,Neos,2009.0,15478.0,5.53,6.35,76.0,86165,1,1.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12331,6.568421355280379,Packen Wir's!,1992.0,18484.0,5.518,6.24,51.0,11085,1,1.6667,3.0,45.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12332,6.568355394750103,Exhaust,2022.0,20528.0,5.511,6.01,44.0,361186,1,,,,,,,,,,,,,,,,
12333,6.56832333362795,The Ghosts of Castle Turnwall,2019.0,11311.0,5.561,6.55,137.0,270223,1,1.0,1.0,20.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,
12334,6.568268391421673,Bag of Chips,2021.0,3429.0,5.932,6.45,1891.0,344114,1,1.0,6.0,20.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12335,6.568266016518744,Guadalajara,2006.0,10191.0,5.576,6.6,196.0,23761,1,2.9286,28.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1393
12336,6.568174189901618,Somnium: Rise of Laputa,2019.0,13182.0,5.544,6.72,124.0,255255,1,1.0,3.0,15.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
12337,6.568161228781301,Fishing Lessons,2022.0,6596.0,5.666,6.59,400.0,346742,1,,,,,,,,,,,,,,,,
12338,6.568115070887365,The Towers of Arkhanos,2019.0,4938.0,5.763,6.67,782.0,257987,1,1.3636,11.0,30.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
12339,6.568083404855703,Gems of Iridescia,2025.0,13215.0,5.543,7.18,89.0,396375,1,,,,,,,,,,,,,,,,
12340,6.568076177288629,Slip Strike,2020.0,11686.0,5.556,6.67,127.0,285234,1,1.5,2.0,15.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12341,6.568040060320197,Dodo,2020.0,5790.0,5.707,6.55,553.0,295490,1,1.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,
12342,6.568014006880557,Cities: Skylines – The Board Game,2019.0,3597.0,5.908,6.55,1512.0,267370,1,2.359,39.0,70.0,10.0,1.0,0.0,0.0,0.0,,,,799,,,,
12343,6.567927889972545,Connect6,2003.0,9857.0,5.58,6.34,269.0,22847,1,2.5789,19.0,30.0,8.0,0.0,0.0,0.0,0.0,342,,,,,,,
12344,6.567920583829748,Barbarian Prince,1981.0,5972.0,5.696,6.68,586.0,1631,1,2.3175,63.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,,1103,1190
12345,6.567862104913249,Factory 42,2021.0,10384.0,5.572,6.55,178.0,314125,1,3.8,5.0,120.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
12346,6.567661732758874,Robin Wood,2018.0,8565.0,5.604,6.6,254.0,256998,1,1.2857,7.0,25.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12347,6.567563538516648,Total Soccer,2008.0,19198.0,5.515,6.56,37.0,86849,1,1.4,5.0,15.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,
12348,6.567431113455822,Grim Reaper Preschool,2022.0,19117.0,5.516,6.35,43.0,361892,1,,,,,,,,,,,,,,,,
12349,6.567408531729259,Star Trek Deck Building Game: The Next Generation – Next Phase,2012.0,5449.0,5.727,6.68,580.0,111502,1,2.4583,24.0,90.0,13.0,0.0,0.0,0.0,0.0,,105,,,,,635,
12350,6.567403611439032,Rattlebones,2014.0,4196.0,5.83,6.49,1115.0,150146,1,1.5636,55.0,30.0,14.0,0.0,0.0,0.0,0.0,,,,901,,,,
12351,6.5673551586811,They Shall Not Pass: The Battle of Verdun 1916,2007.0,12501.0,5.549,6.64,109.0,24693,1,2.5789,19.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1843
12352,6.567236169997099,Dorasure,2014.0,11036.0,5.564,6.38,202.0,169513,1,1.8,5.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12353,6.567152509168917,Air Show,2011.0,11775.0,5.556,6.57,116.0,108737,1,2.5455,11.0,90.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
12354,6.5671259485510465,Vabanque,2001.0,5110.0,5.749,6.47,789.0,2536,1,1.6538,52.0,45.0,12.0,0.0,0.0,0.0,0.0,,,,1635,,,,
12355,6.566808920373415,Kids Express,2024.0,,,6.65,29.0,404447,1,,,,,,,,,,,,,,,,
12356,6.566762510293881,Temporal Odyssey,2018.0,11576.0,5.557,6.48,144.0,202884,1,2.5,8.0,45.0,12.0,0.0,1.0,0.0,1.0,,,,,,,,
12357,6.566683012395658,Dungeon Drop,2020.0,2860.0,6.025,6.68,2098.0,262208,1,1.4348,23.0,20.0,8.0,0.0,1.0,0.0,0.0,,,,707,,,,
12358,6.566523193138101,TROLL,2015.0,7831.0,5.622,6.45,322.0,174893,1,1.3636,11.0,30.0,8.0,0.0,0.0,1.0,1.0,,,,,,,,
12359,6.566485028310179,Big Easy Busking,2020.0,11924.0,5.554,6.57,125.0,263051,1,2.0,3.0,60.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
12360,6.56641289293148,Mutton,2009.0,14938.0,5.532,6.47,76.0,38975,1,2.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
12361,6.566253369771324,The Sands of War,1991.0,11699.0,5.556,6.64,120.0,8317,1,2.6,15.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1639
12362,6.566143998149853,Catacombs Cubes,2020.0,8735.0,5.6,6.74,205.0,260694,1,2.1429,7.0,60.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
12363,6.565992733619974,Boom: Runaway,2014.0,14649.0,5.534,6.41,83.0,148047,1,1.1667,6.0,30.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,
12364,6.565891827524918,Ironman Football,1995.0,18446.0,5.518,6.34,47.0,611,1,2.25,8.0,180.0,10.0,0.0,0.0,0.0,0.0,,,,,,,1641,
12365,6.5658711465791635,Mini Crimes: The Strange Cup,2022.0,19190.0,5.515,6.41,45.0,364478,1,,,,,,,,,,,,,,,,
12366,6.565857182673439,BasketBoss,2009.0,5551.0,5.72,6.42,671.0,56758,1,2.1299,77.0,50.0,10.0,0.0,0.0,0.0,0.0,,,,,,1561,,
12367,6.5658083290291485,Einstein: His Amazing Life and Incomparable Science,2017.0,5756.0,5.709,6.59,534.0,205185,1,1.5,12.0,45.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
12368,6.565600723617425,Dokojong,2021.0,8387.0,5.608,6.43,301.0,330401,1,1.6,5.0,20.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,
12369,6.565566644986319,Meduris: Der Ruf der Götter,2016.0,6277.0,5.681,6.51,484.0,209166,1,2.2857,7.0,75.0,10.0,0.0,0.0,0.0,0.0,,,,1294,,,,
12370,6.565485209764366,How to Host a Murder: Roman Ruins,1996.0,18826.0,5.516,6.33,40.0,3916,1,2.0,3.0,180.0,18.0,0.0,0.0,0.0,0.0,,,,,,,,
12371,6.565464373627283,Bismarck,1962.0,8226.0,5.612,6.45,336.0,2422,1,2.7581,62.0,120.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,1494
12372,6.565372432492951,Dungeons & Dragons: Dungeon Scrawlers – Heroes of Waterdeep,2023.0,18825.0,5.516,6.44,41.0,381926,1,,,,,,,,,,,,,,,,
12373,6.56535134256621,PanzerBlitz,1970.0,3313.0,5.947,6.61,1876.0,2238,1,3.0541,222.0,90.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,638
12374,6.5653444373137475,Anthelion: Conclave of Power,2019.0,12917.0,5.545,6.66,94.0,267182,1,2.6667,3.0,20.0,10.0,0.0,1.0,1.0,1.0,,,,,,,,
12375,6.565276810514824,Kingmaker,1974.0,2787.0,6.038,6.54,3050.0,987,1,3.0523,344.0,240.0,12.0,5.0,0.0,0.0,0.0,,,,,,1674,,728
12376,6.565172423606545,Kaiju Incorporated,2017.0,12580.0,5.548,6.61,107.0,208995,1,2.0,2.0,60.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
12377,6.565137893248784,Without Fail,2023.0,14973.0,5.532,6.58,78.0,394134,1,,,,,,,,,,,,,,,,
12378,6.565095772577658,Plato 3000,2012.0,6653.0,5.664,6.46,458.0,121764,1,1.5789,38.0,30.0,10.0,0.0,0.0,1.0,2.0,,,,1317,,,,
12379,6.565001120182082,Mountains out of Molehills,2022.0,9324.0,5.59,6.76,252.0,354395,1,,,,,,,,,,,,,,,,
12380,6.5647385891775905,Crimes in History: H. H. Holmes' Murder Castle,2021.0,,5.573,6.96,136.0,280430,1,2.0,2.0,105.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
12381,6.564710034704137,Channel A,2012.0,9441.0,5.589,6.65,222.0,134637,1,1.4286,14.0,30.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
12382,6.564587085677031,Ten,2015.0,18804.0,5.517,6.47,41.0,188292,1,1.0,4.0,20.0,8.0,0.0,0.0,1.0,1.0,,,,,,,,
12383,6.56457546561286,Forest Guardians,2020.0,14454.0,5.535,6.75,68.0,299690,1,2.0,3.0,50.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12384,6.564549287347125,Hero's Crossing,2017.0,17113.0,5.523,6.63,67.0,231575,1,2.875,8.0,90.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
12385,6.564402111186831,"Bélisaire, la gloire de Byzance",1995.0,17590.0,5.521,6.75,44.0,12520,1,2.8571,7.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2637
12386,6.564067875475134,Tutankhamun,2021.0,6303.0,5.679,6.55,475.0,286667,1,1.8333,6.0,30.0,8.0,0.0,0.0,1.0,1.0,,,,1497,,,,
12387,6.563887635044464,Hobbit Tales from the Green Dragon Inn,2013.0,7283.0,5.639,6.68,339.0,145475,1,1.4118,17.0,60.0,13.0,0.0,0.0,0.0,1.0,,,,,,,789,
12388,6.563824036720665,The Chaco War,1991.0,12520.0,5.549,6.58,109.0,10262,1,2.7059,17.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1786
12389,6.563518620910105,Bloody Keren,1986.0,14964.0,5.532,6.52,79.0,8705,1,2.4667,15.0,90.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,2270
12390,6.5634565032922865,Atlantis,2009.0,3064.0,5.986,6.52,2042.0,55253,1,1.8355,152.0,45.0,10.0,3.0,0.0,0.0,0.0,,,,696,,,,
12391,6.563395375759736,Albion's Legacy,2015.0,8200.0,5.613,6.68,325.0,158973,1,3.3636,22.0,90.0,14.0,0.0,1.0,0.0,0.0,,,,,,,841,
12392,6.5631003986046,Tales of Evil,2020.0,6466.0,5.671,6.93,431.0,252212,1,2.0,10.0,60.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
12393,6.562628932472427,The Chosin Few,2016.0,12461.0,5.549,6.67,105.0,195515,1,1.7,10.0,45.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,1832
12394,6.562352726385033,Gloom in Space,2017.0,9118.0,5.593,6.77,211.0,214898,1,2.0,2.0,60.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
12395,6.562130368993145,The Final Light-Year,2021.0,18379.0,5.518,6.5,38.0,325815,1,,,,,,,,,,,,,,,,
12396,6.56200630698125,Rory's Story Cubes: Fantasia,2017.0,8185.0,5.613,6.69,249.0,217428,1,1.0,1.0,20.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,
12397,6.561768592843659,The Heroes of Kaskaria,2016.0,9524.0,5.586,6.57,196.0,197409,1,1.6,5.0,20.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,
12398,6.561739702584194,Royalty,1959.0,16767.0,5.524,6.57,65.0,5843,1,1.8,5.0,10.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,
12399,6.5614943986992875,Tannenberg and the Opening Battles in the East 1914,1978.0,10697.0,5.568,6.39,187.0,8071,1,3.04,25.0,180.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,1484
12400,6.561491875428218,Masons,2006.0,2830.0,6.03,6.49,2546.0,21791,1,2.1354,288.0,45.0,8.0,0.0,0.0,0.0,1.0,,,,,,1055,,
12401,6.561469035276035,Cult of the Deep,2022.0,13009.0,5.545,6.79,127.0,324641,1,,,,,,,,,,,,,,,,
12402,6.561290811912542,Roar and Write!,2022.0,8996.0,5.596,6.58,215.0,309698,1,,,,,,,,,,,,,,,,
12403,6.561172934860026,The War of the Worlds: USA – East Coast,2018.0,18643.0,5.517,6.97,35.0,252322,1,,,,,,,,,,,,,,,,
12404,6.561138174883538,Chaos Arena,1992.0,15487.0,5.53,6.64,69.0,20117,1,2.4,5.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,2342
12405,6.561117337829451,Beneath Nexus,2016.0,15919.0,5.528,6.55,73.0,206666,1,2.0,2.0,90.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12406,6.56109536090129,Feudality,2011.0,5071.0,5.752,6.46,780.0,99312,1,2.1897,58.0,90.0,10.0,0.0,0.0,0.0,0.0,,,,1056,,1474,,
12407,6.560911800641874,Nok-Hockey,1942.0,17130.0,5.523,6.54,58.0,18536,1,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
12408,6.560815635595579,Listillo,2023.0,17464.0,5.521,6.81,40.0,382405,1,,,,,,,,,,,,,,,,
12409,6.56078618776428,Vampire Village,2023.0,13217.0,5.543,6.58,98.0,403528,1,,,,,,,,,,,,,,,,
12410,6.560687330392732,Captain Dice (キャプテンダイス),2016.0,16098.0,5.527,6.45,61.0,228310,1,1.3333,3.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12411,6.560559894892997,50 Clues: The Pendulum of the Dead,2019.0,5753.0,5.709,6.4,699.0,282006,1,2.2,10.0,90.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,
12412,6.560133337568773,To Court the King,2006.0,2486.0,6.105,6.45,4066.0,21632,1,1.7313,454.0,45.0,10.0,3.0,0.0,0.0,1.0,,,,595,,1029,,
12413,6.5600847041271395,TRIUMPH: A card-arranging strategy game,2016.0,18054.0,5.519,6.93,41.0,196256,1,1.75,4.0,25.0,10.0,0.0,1.0,0.0,1.0,,,,,,,,
12414,6.560080982782518,OutLawed!,2017.0,11070.0,5.564,6.61,160.0,207883,1,1.25,4.0,30.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
12415,6.560062128857817,Schätzen Sie mal! Mord & Totschlag,2008.0,19883.0,5.513,6.42,32.0,39451,1,1.25,4.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12416,6.560027547669187,Pearls,2019.0,5907.0,5.7,6.49,564.0,269069,1,1.0,11.0,15.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,
12417,6.559965559865275,World in War: Combined Arms 1939-1945,2004.0,11580.0,5.557,6.54,150.0,13981,1,2.04,25.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1794
12418,6.5599475090667445,10 Gallon Tank,2020.0,11704.0,5.556,6.62,135.0,292487,1,1.0,1.0,20.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
12419,6.559939243531856,The Hobbit: The Desolation of Smaug,2013.0,9812.0,5.581,6.55,198.0,151310,1,1.8,15.0,60.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,
12420,6.559923720494781,Hasp,2018.0,16188.0,5.527,6.65,56.0,257205,1,,,30.0,10.0,0.0,0.0,0.0,0.0,,,,1976,,,,
12421,6.559915903154215,Third and Long: The Football Card Game,2010.0,17575.0,5.521,6.54,56.0,71889,1,2.3333,9.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12422,6.559771345266151,D-Day Dice: Free Trial Version,2009.0,7732.0,5.625,6.62,278.0,61028,1,1.8158,38.0,20.0,8.0,0.0,0.0,1.0,2.0,,,,,,,760,
12423,6.55971927596855,Court of the Dead: Dark Harvest,2020.0,18096.0,5.519,6.43,53.0,285105,1,,,,,,,,,,,,,,,,
12424,6.559550110440607,Skytopia: In the Circle of Time,2019.0,8403.0,5.608,6.41,316.0,284832,1,2.5,8.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
12425,6.559538212326187,Kanzume Goddess,2012.0,7167.0,5.643,6.57,405.0,127920,1,2.2963,27.0,45.0,10.0,0.0,0.0,0.0,5.0,,113,,,,1758,,
12426,6.5593902556001895,Decktective: Bloody-Red Roses,2019.0,4891.0,5.767,6.51,834.0,286827,1,1.1429,14.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,693,
12427,6.559384103142663,Turf War,2022.0,14795.0,5.533,7.05,65.0,340193,1,,,,,,,,,,,,,,,,
12428,6.559341206959042,Bug Off!,2022.0,19400.0,5.515,6.35,36.0,362503,1,,,,,,,,,,,,,,,,
12429,6.5593405121042965,The Shadow Planet: The Board Game,2022.0,12243.0,5.551,6.81,134.0,292509,1,,,,,,,,,,,,,,,,
12430,6.559248706061521,Gnoming A Round,2020.0,8405.0,5.608,6.55,258.0,327392,1,,,,,,,,,,,,,,,,
12431,6.559193885942092,Temporum,2014.0,4842.0,5.771,6.33,1072.0,162263,1,2.14,50.0,35.0,13.0,0.0,0.0,0.0,0.0,,,,,,1457,,
12432,6.5591796844215065,Armadillo,2022.0,7560.0,5.63,6.68,306.0,368109,1,,,,,,,,,,,,,,,,
12433,6.559102617656454,Papua,2018.0,6923.0,5.652,6.57,394.0,255034,1,2.8421,19.0,75.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12434,6.559074741111435,"Army Group Center: June 22-28, 1941",1993.0,17785.0,5.52,6.68,44.0,4012,1,3.1111,9.0,300.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,3466
12435,6.558877614003764,New England,2003.0,3410.0,5.934,6.47,1840.0,5406,1,2.4632,190.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,1183,,
12436,6.558824977879822,War of the Buttons,2018.0,8340.0,5.609,6.47,288.0,240759,1,2.5,8.0,70.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12437,6.558732900200606,Back to the Future: Dice Through Time,2020.0,3637.0,5.903,6.67,1253.0,292564,1,2.1429,14.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12438,6.558728845954338,"The Finnish Front, 1941-42",2009.0,17312.0,5.522,6.64,49.0,38828,1,3.3333,6.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2482
12439,6.558652182120091,Button Men: Beat People Up,2017.0,9891.0,5.58,6.68,173.0,226312,1,1.8889,9.0,10.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,
12440,6.558650053382289,Mechanica,2020.0,4364.0,5.814,6.72,881.0,268493,1,2.4,20.0,75.0,12.0,0.0,1.0,0.0,0.0,,,,982,,1440,,
12441,6.558383706434762,Bolide,2005.0,5473.0,5.725,6.48,672.0,20865,1,2.7475,99.0,120.0,14.0,0.0,0.0,0.0,0.0,,,,,,1531,,
12442,6.558292408330154,An den Ufern des Nils,1994.0,9773.0,5.581,6.36,224.0,993,1,2.3448,29.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,2725,,
12443,6.5582697952971465,Ark & Noah,2012.0,7683.0,5.626,6.59,309.0,129382,1,2.7368,19.0,45.0,8.0,0.0,0.0,0.0,0.0,,,,1393,,1770,,
12444,6.558265280787796,Intrigue,1994.0,3093.0,5.981,6.37,2832.0,265,1,1.9241,237.0,45.0,14.0,5.0,0.0,0.0,0.0,,,,,,1565,,
12445,6.558229789627053,Borkowo 1806,2008.0,17955.0,5.52,6.78,36.0,38299,1,2.2222,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2591
12446,6.558134296991277,"Yeoman: Tactical Warfare in the Renaissance Age, 1250-1550",1975.0,15606.0,5.529,6.49,76.0,7723,1,2.1429,7.0,90.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,2491
12447,6.558127809057284,Backgammon,1630.0,1571.0,6.364,6.56,14502.0,2397,1,2.0,1042.0,30.0,8.0,2.0,0.0,0.0,1.0,144,,,,,,,
12448,6.558124397382395,Balkans 1941,1996.0,15431.0,5.53,6.59,65.0,11135,1,2.5714,7.0,4.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2309
12449,6.557914762400263,Call to Glory,2012.0,5851.0,5.703,6.46,600.0,124590,1,1.5278,36.0,30.0,8.0,0.0,0.0,1.0,2.0,,,,1171,,,,
12450,6.557846612005589,7 Days of Westerplatte,2013.0,7239.0,5.64,6.54,372.0,145103,1,2.3846,26.0,60.0,8.0,0.0,0.0,0.0,0.0,,,,,,1748,,1164
12451,6.557828435917527,Horus Heresy,1993.0,9739.0,5.582,6.53,224.0,3170,1,2.4706,17.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,1347,1828
12452,6.557705902187013,Sultaniya,2014.0,4801.0,5.775,6.51,839.0,145012,1,2.0,37.0,45.0,8.0,0.0,0.0,0.0,0.0,,,,996,,,,
12453,6.557453658355296,The Garlic Vampires,2008.0,16214.0,5.527,6.67,48.0,35813,1,1.5,4.0,20.0,5.0,0.0,0.0,0.0,0.0,,,167,,,,,
12454,6.557414230302739,Gobblet,2000.0,2988.0,6.001,6.62,1957.0,2266,1,1.8306,124.0,20.0,7.0,0.0,0.0,0.0,1.0,147,,,,,,,
12455,6.557331062292738,30 Seconds,2002.0,4175.0,5.833,6.64,1048.0,25213,1,1.1935,31.0,30.0,12.0,0.0,0.0,0.0,2.0,,,,,255,,,
12456,6.557323310163253,Mini Crimes: Like Cat and Mouse,2022.0,17511.0,5.521,6.4,55.0,364485,1,,,,,,,,,,,,,,,,
12457,6.557077870266138,Disastles,2018.0,17615.0,5.521,6.87,104.0,256480,1,2.8,5.0,50.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
12458,6.557022077465947,Deca Slayer,2017.0,15098.0,5.532,6.54,73.0,224815,1,1.5,2.0,30.0,10.0,0.0,1.0,1.0,1.0,,,,,,,,
12459,6.556953069329894,Spies!,1981.0,8023.0,5.617,6.45,340.0,1633,1,2.4048,42.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,2633,,1167
12460,6.55687694170034,"Antietam: The Bloodiest Day, 17 September 1862",1975.0,16097.0,5.527,6.38,84.0,6360,1,2.2857,14.0,240.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2430
12461,6.5568754875538415,Campus Café,2018.0,15646.0,5.529,6.6,66.0,222401,1,2.0,1.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12462,6.5568210138057825,Cutthroat Caverns,2007.0,2200.0,6.169,6.51,5083.0,28259,1,2.0772,259.0,90.0,12.0,5.0,0.0,0.0,1.0,,,,,,,399,
12463,6.556807529569218,1st & Goal,2011.0,3285.0,5.95,6.56,1730.0,95105,1,1.8165,109.0,150.0,13.0,2.0,0.0,0.0,1.0,,,,752,,,508,
12464,6.556791346131576,Anno Domini: Deutschland,2002.0,7394.0,5.635,6.54,326.0,17922,1,1.4783,23.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,339,,,
12465,6.556725117522138,The HellGame,2003.0,7901.0,5.62,6.51,360.0,2611,1,3.6667,42.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,,1261,
12466,6.5567025615288035,Terror Below,2019.0,3087.0,5.982,6.68,1654.0,270138,1,1.9,30.0,60.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
12467,6.55662805555024,Solitaire Caesar,2006.0,10595.0,5.57,6.66,159.0,23915,1,2.1053,19.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1521
12468,6.556614683649566,Fairy Land,2012.0,9994.0,5.578,6.49,191.0,127275,1,2.0625,16.0,45.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
12469,6.556536203316139,Stac,2015.0,16466.0,5.526,6.84,54.0,155943,1,1.6667,3.0,20.0,6.0,0.0,1.0,0.0,0.0,746,,,,,,,
12470,6.556406924151507,Jurassic Brunch,2020.0,9906.0,5.58,6.63,182.0,297666,1,1.0,2.0,15.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,
12471,6.556344561791,Palago,2008.0,12048.0,5.553,6.56,129.0,38462,1,2.6,10.0,15.0,0.0,0.0,0.0,0.0,0.0,360,,,,,,,
12472,6.556205191758305,Tiny Epic Mechs,2019.0,2522.0,6.098,6.7,2536.0,257283,1,2.4242,33.0,60.0,14.0,0.0,1.0,0.0,0.0,,,,,,1004,,
12473,6.5561846300872455,Axio Rota,2019.0,8504.0,5.606,6.56,252.0,270637,1,1.6667,9.0,30.0,8.0,0.0,0.0,1.0,1.0,324,,,,,,,
12474,6.556134435931966,City Square Off,2011.0,8767.0,5.6,6.55,234.0,91817,1,1.1111,18.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12475,6.555890091352762,Circular Reasoning: The Well of Power,2015.0,10898.0,5.566,6.53,157.0,167283,1,2.3333,6.0,30.0,10.0,0.0,0.0,0.0,0.0,402,,,,,,,
